Record_ID,Date,Units_Sold,Price,Revenue,Cost,Profit,Price_Zscore,Is_Outlier,Is_Loss,Is_Zero_Units,Profit_Margin_Pct,Price_Tier,Unit_Tier,Model_ID,Region_ID
1314,2024-10-30,11.0,53800.0,591800.0,430022.13,161777.87,-0.06220400088707647,0,0,0,0.273365782358905,45K-60K,8-12,1,4
936,2024-04-26,4.0,73200.0,292800.0,209643.72,83156.28,0.5024193863873212,0,0,0,0.2840036885245902,60K-80K,0-4,3,2
52,2023-01-26,7.0,37700.0,263900.0,199037.72,64862.28,-0.08289350814501333,0,0,0,0.24578355437665783,30K-45K,4-8,6,1
420,2023-08-23,5.0,58200.0,291000.0,211276.67,79723.33,0.17341208642168668,0,0,0,0.27396333333333334,45K-60K,4-8,1,1
2197,2025-12-29,3.0,66600.0,199800.0,144633.63,55166.37,-0.6033688587153535,0,0,0,0.27610795795795795,60K-80K,0-4,3,1
1465,2025-01-09,5.0,47800.0,239000.0,175366.79,63633.21,-0.8663463237066767,0,0,0,0.26624774058577405,45K-60K,4-8,5,1
496,2023-09-25,2.0,53800.0,107600.0,77216.72,30383.28,-0.06220400088707647,0,0,0,0.2823724907063197,45K-60K,0-4,1,2
164,2023-04-04,3.0,70500.0,211500.0,146549.11,64950.89,0.0595001663535991,0,0,0,0.30709640661938536,60K-80K,0-4,2,1
1901,2025-07-29,9.0,58300.0,524700.0,382974.05,141725.95,0.17876699749688585,0,0,0,0.27010853821231184,45K-60K,8-12,1,4
682,2023-12-23,4.0,34200.0,136800.0,102589.49,34210.51,-0.20824392020329607,0,0,0,0.2500768274853801,30K-45K,0-4,6,4
464,2023-09-10,1.0,96700.0,96700.0,67206.94,29493.06,1.052282280997695,0,0,0,0.3049954498448811,80K-110K,0-4,7,1
1103,2024-07-24,6.0,53600.0,321600.0,235514.4,86085.6,-0.0729138230374748,0,0,0,0.26767910447761195,45K-60K,4-8,1,4
1953,2025-08-29,7.0,56400.0,394800.0,279605.18,115194.82,0.07702368706810175,0,0,0,0.29178019250253295,45K-60K,4-8,1,3
123,2023-03-08,3.0,34100.0,102300.0,74283.61,28016.39,-0.21182536054781842,0,0,0,0.27386500488758553,30K-45K,0-4,6,1
1655,2025-04-03,4.0,80900.0,323600.0,228701.49,94898.51,-1.682560421770495,0,0,0,0.29325868355995055,80K-110K,0-4,7,4
1571,2025-02-26,5.0,59200.0,296000.0,211943.64,84056.36,0.2269611971736783,0,0,0,0.2839741891891892,45K-60K,4-8,1,3
890,2024-04-04,4.0,159800.0,639200.0,434600.08,204599.92,0.27272383314509585,0,0,0,0.3200874843554443,145K+,0-4,8,1
1702,2025-04-25,6.0,49100.0,294600.0,209205.83,85394.17,-0.3138848214214371,0,0,0,0.28986479972844537,45K-60K,4-8,1,4
98,2023-02-21,3.0,66100.0,198300.0,140460.18,57839.82,-0.11438763216940068,0,0,0,0.2916783661119516,60K-80K,0-4,2,2
1292,2024-10-22,6.0,70500.0,423000.0,302520.67,120479.33,0.0595001663535991,0,0,0,0.28482111111111114,60K-80K,4-8,2,1
1366,2024-11-22,5.0,85100.0,425500.0,300261.64,125238.36,-0.9555769185030014,0,0,0,0.29433222091656874,80K-110K,4-8,7,4
1489,2025-01-20,1.0,65500.0,65500.0,47075.75,18424.25,-0.7876668995657993,0,0,0,0.2812862595419847,60K-80K,0-4,3,2
706,2024-01-02,1.0,56500.0,56500.0,41761.37,14738.63,0.08237859814330092,0,0,0,0.26086070796460176,45K-60K,0-4,1,2
823,2024-02-29,6.0,38500.0,231000.0,169801.86,61198.14,-0.054241985388834416,0,0,0,0.264927012987013,30K-45K,4-8,6,2
1667,2025-04-06,8.0,61000.0,488000.0,341242.87,146757.13,-0.3159393986392413,0,0,0,0.3007318237704918,60K-80K,4-8,2,3
427,2023-08-26,5.0,51600.0,258000.0,191460.96,66539.04,0.32153059436536413,0,0,0,0.25790325581395346,45K-60K,4-8,5,2
459,2023-09-07,1.0,37200.0,37200.0,28029.42,9170.58,-0.10080070986762514,0,0,0,0.2465209677419355,30K-45K,0-4,6,3
1607,2025-03-11,1.0,142500.0,142500.0,95342.5,47157.5,-1.46023578433967,0,0,0,0.3309298245614035,110K-145K,0-4,8,1
1069,2024-07-09,3.0,62700.0,188100.0,130348.39,57751.61,-1.256789185366934,0,0,0,0.3070261031366295,60K-80K,0-4,3,3
404,2023-08-13,3.0,99200.0,297600.0,206464.41,91135.59,1.4850105567521554,0,0,0,0.3062351814516129,80K-110K,0-4,7,4
1466,2025-01-09,7.0,52800.0,369600.0,269304.81,100295.19,-0.1157531116390681,0,0,0,0.2713614448051948,45K-60K,4-8,1,2
906,2024-04-10,5.0,125600.0,628000.0,427580.11,200419.89,-0.2179908634447469,0,0,0,0.31913995222929936,110K-145K,4-8,4,4
2038,2025-10-01,7.0,48200.0,337400.0,244688.68,92711.32,-0.3620790210982296,0,0,0,0.27478162418494373,45K-60K,4-8,1,2
1477,2025-01-13,3.0,54700.0,164100.0,121970.05,42129.95,1.2905880801609764,0,0,0,0.2567333942717855,45K-60K,0-4,5,2
1878,2025-07-18,6.0,50800.0,304800.0,224852.01,79947.99,0.07145124319230288,0,0,0,0.26229655511811023,45K-60K,4-8,5,3
1839,2025-06-30,4.0,41700.0,166800.0,123241.78,43558.22,0.060364105635881224,0,0,0,0.26114040767386093,30K-45K,0-4,6,1
2011,2025-09-21,6.0,89600.0,537600.0,369108.36,168491.64,-0.17666602214497265,0,0,0,0.3134145089285715,80K-110K,4-8,7,2
176,2023-04-09,6.0,58000.0,348000.0,244439.19,103560.81,0.16270226427128837,0,0,0,0.2975885344827586,45K-60K,4-8,1,1
377,2023-08-02,5.0,98700.0,493500.0,340278.04,153221.96,1.3984649016012634,0,0,0,0.31048016210739615,80K-110K,4-8,7,3
1530,2025-02-07,5.0,55900.0,279500.0,203339.23,76160.77,0.050249131692105944,0,0,0,0.2724893381037567,45K-60K,4-8,1,3
517,2023-10-07,7.0,48800.0,341600.0,248947.12,92652.88,-0.5537471347403502,0,0,0,0.2712320843091335,45K-60K,4-8,5,2
709,2024-01-03,4.0,59100.0,236400.0,168162.97,68237.03,0.22160628609847915,0,0,0,0.28865071912013535,45K-60K,0-4,1,2
828,2024-03-03,3.0,39700.0,119100.0,85936.9,33163.1,-0.011264701254566052,0,0,0,0.27844752308984044,30K-45K,0-4,6,3
1641,2025-03-29,6.0,38000.0,228000.0,172582.88,55417.12,-0.07214918711144623,0,0,0,0.24305754385964914,30K-45K,4-8,6,1
1880,2025-07-19,5.0,69800.0,349000.0,247419.34,101580.66,-0.06722910351405671,0,0,0,0.2910620630372493,60K-80K,4-8,3,4
2188,2025-12-27,2.0,152000.0,304000.0,198868.13,105131.87,-0.5086105608653767,0,0,0,0.3458285197368421,145K+,0-4,8,4
1439,2024-12-30,3.0,58500.0,175500.0,128510.02,46989.98,0.18947681964728416,0,0,0,0.2677491737891738,45K-60K,0-4,1,2
2166,2025-12-14,4.0,36000.0,144000.0,104135.15,39864.85,-0.1437779940018935,0,0,0,0.2768392361111111,30K-45K,0-4,6,2
372,2023-07-31,3.0,61700.0,185100.0,134583.98,50516.02,-0.28827543069240047,0,0,0,0.27291204754186926,60K-80K,0-4,2,3
344,2023-07-17,5.0,50300.0,251500.0,180539.65,70960.35,-0.08484835129086038,0,0,0,0.2821485089463221,45K-60K,4-8,5,3
533,2023-10-14,5.0,36600.0,183000.0,139011.31,43988.69,-0.12228935193475933,0,0,0,0.24037535519125686,30K-45K,4-8,6,1
864,2024-03-23,4.0,54800.0,219200.0,157991.26,61208.74,1.321847999057609,0,0,0,0.2792369525547445,45K-60K,0-4,5,4
1375,2024-11-28,6.0,47000.0,282000.0,200799.53,81200.47,-1.1164256748797379,0,0,0,0.28794492907801417,45K-60K,4-8,5,4
1822,2025-06-25,6.0,65800.0,394800.0,287856.46,106943.54,-0.12624361843233248,0,0,0,0.2708802938196555,60K-80K,4-8,2,2
724,2024-01-10,7.0,53900.0,377300.0,281037.42,96262.58,1.0405087289879151,0,0,0,0.25513538298436256,45K-60K,4-8,5,2
1365,2024-11-21,7.0,55300.0,387100.0,289219.54,97880.46,1.4781475935407722,0,0,0,0.2528557478687678,45K-60K,4-8,5,3
167,2023-04-04,5.0,51700.0,258500.0,192941.78,65558.22,0.3527905132619968,0,0,0,0.2536101353965184,45K-60K,4-8,5,4
248,2023-05-23,5.0,59600.0,298000.0,211927.17,86072.83,0.24838084147447495,0,0,0,0.288835,45K-60K,4-8,1,2
1384,2024-12-03,3.0,36400.0,109200.0,80954.58,28245.42,-0.12945223262380406,0,0,0,0.2586576923076923,30K-45K,0-4,6,1
812,2024-02-21,4.0,49800.0,199200.0,147201.9,51998.1,-0.24114794577402365,0,0,0,0.2610346385542169,45K-60K,0-4,5,2
2058,2025-10-14,5.0,40700.0,203500.0,153869.89,49630.11,0.024549702190657587,0,0,0,0.24388260442260443,30K-45K,4-8,6,3
1767,2025-05-30,4.0,73200.0,292800.0,203413.93,89386.07,0.5024193863873212,0,0,0,0.30528029371584703,60K-80K,0-4,3,3
1207,2024-09-12,7.0,51700.0,361900.0,265531.05,96368.95,-0.17465713346625888,0,0,0,0.26628612876485214,45K-60K,4-8,1,4
1309,2024-10-29,7.0,48400.0,338800.0,246074.07,92725.93,-0.35136919894783125,0,0,0,0.2736892857142857,45K-60K,4-8,1,2
538,2023-10-14,4.0,60500.0,242000.0,167225.53,74774.47,-0.33569937574412767,0,0,0,0.3089854132231405,60K-80K,0-4,2,3
1935,2025-08-20,7.0,48200.0,337400.0,242678.0,94722.0,-0.7413066481201461,0,0,0,0.2807409602845288,45K-60K,4-8,5,4
2116,2025-11-18,4.0,34800.0,139200.0,101733.22,37466.78,-0.18675527813616188,0,0,0,0.26915790229885056,30K-45K,0-4,6,1
1478,2025-01-13,4.0,54900.0,219600.0,161935.22,57664.78,1.3531079179542416,0,0,0,0.262590072859745,45K-60K,0-4,5,1
342,2023-07-17,3.0,74200.0,222600.0,157976.44,64623.56,0.6699630598877264,0,0,0,0.29031248876909255,60K-80K,0-4,3,2
773,2024-02-04,4.0,45100.0,180400.0,130745.75,49654.25,-1.7103641339157583,0,0,0,0.27524528824833705,45K-60K,0-4,5,4
1175,2024-08-26,7.0,45200.0,316400.0,232149.91,84250.09,-1.6791042150191258,0,0,0,0.26627714917825535,45K-60K,4-8,5,4
911,2024-04-11,7.0,52900.0,370300.0,266110.94,104189.06,-0.11039820056386894,0,0,0,0.28136392114501757,45K-60K,4-8,1,2
1682,2025-04-17,9.0,39400.0,354600.0,257286.12,97313.88,-0.022009022288133142,0,0,0,0.27443282571912014,30K-45K,8-12,6,1
2072,2025-10-24,5.0,64400.0,322000.0,225614.27,96385.73,-0.971964940416245,0,0,0,0.29933456521739127,60K-80K,4-8,3,2
1351,2024-11-15,9.0,34200.0,307800.0,223717.97,84082.03,-0.20824392020329607,0,0,0,0.27317098765432096,30K-45K,8-12,6,4
1653,2025-04-03,3.0,53900.0,161700.0,119449.13,42250.87,1.0405087289879151,0,0,0,0.2612917130488559,45K-60K,0-4,5,2
791,2024-02-12,1.0,67500.0,67500.0,46633.02,20866.98,-0.05905969627571893,0,0,0,0.30914044444444444,60K-80K,0-4,2,2
487,2023-09-22,4.0,52600.0,210400.0,153202.1,57197.9,-0.12646293378946644,0,0,0,0.2718531368821293,45K-60K,0-4,1,4
630,2023-11-26,3.0,59600.0,178800.0,129238.91,49561.09,0.24838084147447495,0,0,0,0.27718730425055926,45K-60K,0-4,1,4
7,2023-01-05,4.0,71700.0,286800.0,197941.09,88858.91,0.25110387613671326,0,0,0,0.30982883542538353,60K-80K,0-4,3,3
1039,2024-06-20,7.0,41200.0,288400.0,211817.08,76582.92,0.0424569039132694,0,0,0,0.26554410540915396,30K-45K,4-8,6,2
40,2023-01-21,3.0,98100.0,294300.0,207889.59,86410.41,1.2946101154201928,0,0,0,0.2936133537206932,80K-110K,0-4,7,2
76,2023-02-08,3.0,64000.0,192000.0,139879.49,52120.51,-0.1973795360099233,0,0,0,0.27146098958333337,60K-80K,0-4,2,1
1097,2024-07-22,7.0,41600.0,291200.0,213715.6,77484.4,0.056782665291358864,0,0,0,0.26608653846153846,30K-45K,4-8,6,1
1109,2024-07-25,5.0,48500.0,242500.0,180757.15,61742.85,-0.6475268914302481,0,0,0,0.25460969072164946,45K-60K,4-8,5,1
1067,2024-07-07,6.0,56400.0,338400.0,241423.15,96976.85,0.07702368706810175,0,0,0,0.28657461583924354,45K-60K,4-8,1,2
1626,2025-03-21,4.0,55000.0,220000.0,156961.74,63038.26,0.002054932015313479,0,0,0,0.28653754545454546,45K-60K,0-4,1,1
789,2024-02-11,1.0,173300.0,173300.0,115510.73,57789.27,1.6250333612401444,0,0,0,0.33346376226197344,145K+,0-4,8,1
1995,2025-09-16,1.0,150000.0,150000.0,98294.45,51705.55,-0.7089527131757543,0,0,0,0.3447036666666667,145K+,0-4,8,3
1023,2024-06-12,3.0,55500.0,166500.0,117346.43,49153.57,0.02882948739130929,0,0,0,0.2952166366366366,45K-60K,0-4,1,4
939,2024-04-27,11.0,50300.0,553300.0,401007.96,152292.04,-0.24962588851904716,0,0,0,0.2752431592264594,45K-60K,8-12,1,2
1205,2024-09-10,5.0,54200.0,271000.0,197433.82,73566.18,1.134288485677813,0,0,0,0.2714619188191882,45K-60K,4-8,5,4
1932,2025-08-18,5.0,69200.0,346000.0,238812.68,107187.32,-0.16775530761429985,0,0,0,0.30978994219653183,60K-80K,4-8,3,2
1803,2025-06-17,6.0,69800.0,418800.0,296332.1,122467.9,0.03183619840675823,0,0,0,0.29242574021012413,60K-80K,4-8,2,2
1814,2025-06-21,4.0,69400.0,277600.0,197400.91,80199.09,-0.13424657291421882,0,0,0,0.288901621037464,60K-80K,0-4,3,3
1208,2024-09-12,7.0,54700.0,382900.0,276644.63,106255.37,1.2905880801609764,0,0,0,0.2775016192217289,45K-60K,4-8,5,3
1303,2024-10-26,8.0,50000.0,400000.0,296698.26,103301.74,-0.17862810798075834,0,0,0,0.25825435,45K-60K,4-8,5,1
1445,2025-01-02,3.0,73400.0,220200.0,160350.43,59849.57,0.17410803356193988,0,0,0,0.2717964123524069,60K-80K,0-4,2,2
1455,2025-01-05,5.0,52000.0,260000.0,185149.41,74850.59,-0.1585924002406614,0,0,0,0.2878868846153846,45K-60K,4-8,1,3
613,2023-11-15,6.0,34700.0,208200.0,157662.28,50537.72,-0.19033671848068423,0,0,0,0.24273640730067245,30K-45K,4-8,6,2
722,2024-01-09,4.0,89400.0,357600.0,256739.15,100860.85,-0.2112842842053295,0,0,0,0.28204935682326626,80K-110K,0-4,7,4
326,2023-07-05,6.0,36900.0,221400.0,166857.5,54542.5,-0.11154503090119224,0,0,0,0.24635275519421862,30K-45K,4-8,6,1
952,2024-05-03,6.0,47200.0,283200.0,201253.68,81946.32,-1.0539058370864727,0,0,0,0.28935847457627123,45K-60K,4-8,5,2
256,2023-05-26,3.0,50700.0,152100.0,107013.49,45086.51,-0.2282062442182505,0,0,0,0.2964267587113741,45K-60K,0-4,1,2
1857,2025-07-10,6.0,56900.0,341400.0,242527.41,98872.59,0.10379824244409756,0,0,0,0.2896092267135325,45K-60K,4-8,1,3
841,2024-03-09,5.0,73900.0,369500.0,265492.39,104007.61,0.1938680106668262,0,0,0,0.2814820297699594,60K-80K,4-8,2,3
1187,2024-09-01,8.0,68300.0,546400.0,395012.88,151387.12,-0.3185446137646646,0,0,0,0.2770628111273792,60K-80K,4-8,3,3
904,2024-04-10,5.0,53900.0,269500.0,194145.72,75354.28,1.0405087289879151,0,0,0,0.2796077179962894,45K-60K,4-8,5,4
156,2023-03-28,4.0,74500.0,298000.0,215866.24,82133.76,0.2175799831926898,0,0,0,0.27561664429530197,60K-80K,0-4,2,2
8,2023-01-05,2.0,56900.0,113800.0,82249.37,31550.63,0.10379824244409756,0,0,0,0.277246309314587,45K-60K,0-4,1,2
2030,2025-09-28,4.0,92000.0,368000.0,260355.91,107644.09,0.23875312257930936,0,0,0,0.2925111141304348,80K-110K,0-4,7,1
2025,2025-09-26,3.0,120800.0,362400.0,240063.98,122336.02,-0.8937983350107271,0,0,0,0.3375717991169978,110K-145K,0-4,4,1
1334,2024-11-09,7.0,73000.0,511000.0,358079.86,152920.14,0.4689106516872401,0,0,0,0.29925663405088065,60K-80K,4-8,3,2
270,2023-06-05,5.0,36700.0,183500.0,135031.8,48468.2,-0.11870791159023697,0,0,0,0.2641318801089918,30K-45K,4-8,6,4
882,2024-03-31,2.0,161300.0,322600.0,211386.69,111213.31,0.42298044737787904,0,0,0,0.3447405765654061,145K+,0-4,8,1
1415,2024-12-20,7.0,53400.0,373800.0,270853.26,102946.74,-0.08362364518787312,0,0,0,0.2754059390048154,45K-60K,4-8,1,3
391,2023-08-08,3.0,36600.0,109800.0,81395.82,28404.18,-0.12228935193475933,0,0,0,0.25869016393442623,30K-45K,0-4,6,1
302,2023-06-23,7.0,54700.0,382900.0,272621.16,110278.84,1.2905880801609764,0,0,0,0.28800950639853745,45K-60K,4-8,5,1
1094,2024-07-19,2.0,63200.0,126400.0,87875.73,38524.27,-0.22899549937774144,0,0,0,0.3047806170886076,60K-80K,0-4,2,2
1348,2024-11-14,8.0,50400.0,403200.0,298277.53,104922.47,-0.05358843239422773,0,0,0,0.26022437996031744,45K-60K,4-8,5,3
590,2023-11-05,5.0,45400.0,227000.0,169082.57,57917.43,-1.6165843772258603,0,0,0,0.25514286343612336,45K-60K,4-8,5,4
1106,2024-07-24,6.0,74600.0,447600.0,320632.78,126967.22,0.7369805292878885,0,0,0,0.28366224307417337,60K-80K,4-8,3,1
2017,2025-09-23,4.0,69900.0,279600.0,203828.12,75771.88,0.035788193827735494,0,0,0,0.2710010014306152,60K-80K,0-4,2,2
1085,2024-07-16,4.0,38300.0,153200.0,114580.48,38619.52,-0.06140486607787914,0,0,0,0.25208563968668407,30K-45K,0-4,6,3
1860,2025-07-10,7.0,56900.0,398300.0,285751.42,112548.58,0.10379824244409756,0,0,0,0.2825723826261612,45K-60K,4-8,1,4
314,2023-06-29,5.0,64000.0,320000.0,221003.33,98996.67,-1.038982409816407,0,0,0,0.30936459374999997,60K-80K,4-8,3,1
1940,2025-08-23,4.0,41300.0,165200.0,123231.18,41968.82,0.04603834425779177,0,0,0,0.25404854721549636,30K-45K,0-4,6,3
901,2024-04-08,5.0,41100.0,205500.0,153709.99,51790.01,0.03887546356874704,0,0,0,0.25201951338199513,30K-45K,4-8,6,2
1304,2024-10-27,4.0,65700.0,262800.0,186646.35,76153.65,-0.13019561385330974,0,0,0,0.28977796803652967,60K-80K,0-4,2,3
490,2023-09-22,3.0,65400.0,196200.0,135760.06,60439.94,-0.8044212669158398,0,0,0,0.3080527013251784,60K-80K,0-4,3,1
201,2023-04-27,7.0,34900.0,244300.0,176532.46,67767.54,-0.1831738377916395,0,0,0,0.27739476054031925,30K-45K,4-8,6,1
1892,2025-07-26,7.0,64600.0,452200.0,315124.38,137075.62,-0.1736675634840597,0,0,0,0.30313051747014597,60K-80K,4-8,2,3
1731,2025-05-12,6.0,51200.0,307200.0,227153.08,80046.92,-0.2014316888422547,0,0,0,0.26056940104166665,45K-60K,4-8,1,4
978,2024-05-18,1.0,90400.0,90400.0,63488.65,26911.35,-0.038192973903545306,0,0,0,0.29769192477876105,80K-110K,0-4,7,2
1425,2024-12-22,8.0,65300.0,522400.0,377206.15,145193.85,-0.1460035955372188,0,0,0,0.2779361600306279,60K-80K,4-8,2,4
138,2023-03-21,6.0,74900.0,449400.0,312323.61,137076.39,0.23338796487659888,0,0,0,0.30502089452603476,60K-80K,4-8,2,4
1276,2024-10-15,10.0,56800.0,568000.0,400571.01,167428.99,0.0984433313688984,0,0,0,0.2947693485915493,45K-60K,8-12,1,2
2121,2025-11-21,1.0,132700.0,132700.0,91674.42,41025.58,0.7816410215799322,0,0,0,0.3091603617181613,110K-145K,0-4,4,3
602,2023-11-10,7.0,51600.0,361200.0,259403.63,101796.37,0.32153059436536413,0,0,0,0.2818282668881506,45K-60K,4-8,5,2
1883,2025-07-20,3.0,117300.0,351900.0,236815.68,115084.32,-1.3865746163609212,0,0,0,0.3270369991474851,110K-145K,0-4,4,1
1760,2025-05-26,7.0,50400.0,352800.0,256132.76,96667.24,-0.244270977443848,0,0,0,0.2740001133786848,45K-60K,4-8,1,2
799,2024-02-15,7.0,55300.0,387100.0,273733.0,113367.0,0.01811966524091097,0,0,0,0.2928623094807543,45K-60K,4-8,1,4
368,2023-07-30,5.0,56500.0,282500.0,198697.79,83802.21,0.08237859814330092,0,0,0,0.2966449911504425,45K-60K,4-8,1,4
462,2023-09-10,3.0,57300.0,171900.0,126904.76,44995.24,0.12521788674489423,0,0,0,0.261752414194299,45K-60K,0-4,1,1
825,2024-03-01,7.0,66800.0,467600.0,331310.43,136289.57,-0.0867236642225598,0,0,0,0.29146614627887085,60K-80K,4-8,2,1
325,2023-07-05,7.0,49800.0,348600.0,259673.24,88926.76,-0.24114794577402365,0,0,0,0.2550968445209409,45K-60K,4-8,5,2
1485,2025-01-18,6.0,57100.0,342600.0,246673.07,95926.93,0.11450806459449589,0,0,0,0.27999687682428487,45K-60K,4-8,1,1
1840,2025-06-30,4.0,39400.0,157600.0,115697.28,41902.72,-0.022009022288133142,0,0,0,0.26588020304568527,30K-45K,0-4,6,2
1177,2024-08-27,7.0,46800.0,327600.0,239778.81,87821.19,-1.1789455126730033,0,0,0,0.26807445054945056,45K-60K,4-8,5,3
66,2023-02-03,2.0,61900.0,123800.0,89669.09,34130.91,-0.28037143985044594,0,0,0,0.27569394184168017,60K-80K,0-4,2,1
247,2023-05-21,6.0,37100.0,222600.0,168022.48,54577.52,-0.10438215021214751,0,0,0,0.24518203054806828,30K-45K,4-8,6,4
848,2024-03-12,8.0,48400.0,387200.0,279798.46,107401.54,-0.6787868103268808,0,0,0,0.2773800103305785,45K-60K,4-8,5,2
296,2023-06-19,5.0,54600.0,273000.0,193745.85,79254.15,-0.01936471228548317,0,0,0,0.2903082417582417,45K-60K,4-8,1,4
434,2023-08-29,6.0,59800.0,358800.0,260490.2,98309.8,0.25909066362487326,0,0,0,0.27399609810479375,45K-60K,4-8,1,1
1064,2024-07-05,4.0,62900.0,251600.0,179393.25,72206.75,-0.24085148564067324,0,0,0,0.28699026232114466,60K-80K,0-4,2,4
278,2023-06-09,7.0,53100.0,371700.0,274491.66,97208.34,0.7904293778148539,0,0,0,0.26152364810330914,45K-60K,4-8,5,3
1663,2025-04-05,8.0,53600.0,428800.0,302597.01,126202.99,-0.0729138230374748,0,0,0,0.2943166744402985,45K-60K,4-8,1,4
478,2023-09-17,3.0,38000.0,114000.0,85962.59,28037.41,-0.07214918711144623,0,0,0,0.24594219298245615,30K-45K,0-4,6,4
127,2023-03-11,8.0,58000.0,464000.0,325244.17,138755.83,0.16270226427128837,0,0,0,0.2990427370689655,45K-60K,4-8,1,2
1256,2024-10-06,6.0,72900.0,437400.0,315006.14,122393.86,0.15434805645705352,0,0,0,0.27982135345221765,60K-80K,4-8,2,3
460,2023-09-07,1.0,93600.0,93600.0,66489.78,27110.22,0.5156992190621641,0,0,0,0.2896391025641026,80K-110K,0-4,7,4
713,2024-01-04,3.0,57700.0,173100.0,124143.07,48956.93,0.14663753104569086,0,0,0,0.282824552281918,45K-60K,0-4,1,2
305,2023-06-23,4.0,412000.0,164800.0,122152.93,42647.07,13.322437701402194,1,0,0,0.2587807645631068,145K+,0-4,6,1
1843,2025-07-02,3.0,69200.0,207600.0,149163.91,58436.09,0.008124225880894623,0,0,0,0.2814840558766859,60K-80K,0-4,2,3
225,2023-05-11,3.0,36100.0,108300.0,78482.59,29817.41,-0.14019655365737116,0,0,0,0.27532234533702676,30K-45K,0-4,6,3
1001,2024-05-28,2.0,40200.0,80400.0,57948.35,22451.65,0.006642500468045767,0,0,0,0.2792493781094528,30K-45K,0-4,6,2
1019,2024-06-11,5.0,62300.0,311500.0,225462.84,86037.16,-1.3238066547670961,0,0,0,0.27620276083467094,60K-80K,4-8,3,2
442,2023-09-01,1.0,144500.0,144500.0,93038.82,51461.18,-1.2598936320292926,0,0,0,0.35613273356401387,110K-145K,0-4,8,3
1548,2025-02-15,6.0,51900.0,311400.0,226013.98,85386.02,-0.16394731131586057,0,0,0,0.27420044958253054,45K-60K,4-8,1,3
282,2023-06-11,5.0,45900.0,229500.0,169927.33,59572.67,-1.460284782742697,0,0,0,0.25957590413943354,45K-60K,4-8,5,2
266,2023-06-03,6.0,60300.0,361800.0,250575.04,111224.96,-0.3436033665860822,0,0,0,0.3074211166390271,60K-80K,4-8,2,2
1966,2025-09-03,7.0,39900.0,279300.0,202997.84,76302.16,-0.004101820565521324,0,0,0,0.27319069101324744,30K-45K,4-8,6,2
1519,2025-02-03,3.0,52600.0,157800.0,112908.22,44891.78,0.6341297833316907,0,0,0,0.2844852978453739,45K-60K,0-4,5,2
74,2023-02-08,2.0,72000.0,144000.0,102235.41,41764.59,0.30136697818683483,0,0,0,0.290031875,60K-80K,0-4,3,3
57,2023-01-29,4.0,86900.0,347600.0,247550.72,100049.28,-0.6440125599597899,0,0,0,0.2878287686996548,80K-110K,0-4,7,1
353,2023-07-23,6.0,54900.0,329400.0,240259.91,89140.09,1.3531079179542416,0,0,0,0.2706135094110504,45K-60K,4-8,5,4
839,2024-03-08,5.0,40100.0,200500.0,145322.27,55177.73,0.0030610601235234033,0,0,0,0.2752006483790524,30K-45K,4-8,6,4
1499,2025-01-25,3.0,55700.0,167100.0,122101.18,44998.82,1.6031872691273028,0,0,0,0.26929275882704967,45K-60K,0-4,5,4
159,2023-03-31,6.0,69800.0,418800.0,301226.85,117573.15,0.03183619840675823,0,0,0,0.2807381805157593,60K-80K,4-8,2,2
25,2023-01-14,2.0,72100.0,144200.0,103095.29,41104.71,0.12273209308923538,0,0,0,0.28505346740638005,60K-80K,0-4,2,3
2050,2025-10-07,4.0,63600.0,254400.0,179709.7,74690.3,-0.21318751769383237,0,0,0,0.2935939465408805,60K-80K,0-4,2,2
677,2023-12-21,7.0,54700.0,382900.0,275529.36,107370.64,-0.014009801210284008,0,0,0,0.2804143118307652,45K-60K,4-8,1,2
984,2024-05-21,8.0,48300.0,386400.0,279731.61,106668.39,-0.7100467292235134,0,0,0,0.2760569099378882,45K-60K,4-8,5,4
617,2023-11-17,3.0,67600.0,202800.0,147807.7,54992.3,-0.05510770085474166,0,0,0,0.27116518737672585,60K-80K,0-4,2,4
1222,2024-09-18,5.0,82000.0,410000.0,290639.83,119360.17,-1.4921599804385324,0,0,0,0.2911223658536585,80K-110K,4-8,7,2
298,2023-06-19,8.0,59600.0,476800.0,352291.88,124508.12,0.24838084147447495,0,0,0,0.2611328020134228,45K-60K,4-8,1,4
2034,2025-09-30,5.0,62800.0,314000.0,219004.03,94995.97,-0.2448034810616505,0,0,0,0.30253493630573247,60K-80K,4-8,2,3
1896,2025-07-28,7.0,48000.0,336000.0,239419.76,96580.24,-0.8038264859134114,0,0,0,0.2874411904761905,45K-60K,4-8,5,2
1282,2024-10-17,6.0,98300.0,589800.0,409809.67,179990.33,1.3292283774805498,0,0,0,0.30517180400135635,80K-110K,4-8,7,3
218,2023-05-08,7.0,53200.0,372400.0,264567.72,107832.28,-0.09433346733827144,0,0,0,0.28956036519871103,45K-60K,4-8,1,3
1505,2025-01-28,4.0,34600.0,138400.0,101973.45,36426.55,-0.1939181588252066,0,0,0,0.26319761560693644,30K-45K,0-4,6,3
760,2024-01-26,3.0,41600.0,124800.0,93916.55,30883.45,0.056782665291358864,0,0,0,0.24746354166666668,30K-45K,0-4,6,3
1464,2025-01-08,3.0,70400.0,211200.0,153864.62,57335.38,0.055548170932621835,0,0,0,0.2714743371212121,60K-80K,0-4,2,1
