Record_ID,Date,Model,Region,Units_Sold,Price,Revenue,Cost,Profit
344,2023-07-17,Mercedes C-Class,East,5,50300,251500.0,180539.65,70960.35
345,2023-07-18,Mercedes A-Class,East,3,34700,104100.0,78994.02,25105.98
346,2023-07-18,Mercedes C-Class,North,5,45300,226500.0,168037.82,58462.18
347,2023-07-18,Mercedes E-Class,West,5,63200,316000.0,224613.74,91386.26
348,2023-07-18,Mercedes E-Class,West,4,65900,263600.0,184934.9,78665.1
349,2023-07-19,Mercedes GLS,East,1,89100,89100.0,62246.67,26853.33
350,2023-07-20,Mercedes GLC,South,3,57700,173100.0,121862.79,51237.21
351,2023-07-20,Mercedes GLC,South,5,58700,293500.0,216253.08,77246.92
352,2023-07-21,Mercedes GLS,East,5,91500,457500.0,317700.83,139799.17
353,2023-07-23,Mercedes C-Class,South,6,54900,329400.0,240259.91,89140.09
354,2023-07-23,Mercedes GLE,South,2,64500,129000.0,89644.59,39355.41
355,2023-07-24,Mercedes S-Class,North,1,130800,130800.0,89821.46,40978.54
356,2023-07-25,Mercedes E-Class,West,5,73900,369500.0,263271.47,106228.53
357,2023-07-25,Mercedes GLS,East,2,96500,193000.0,133956.33,59043.67
358,2023-07-25,Mercedes S-Class,West,1,133400,133400.0,89612.05,43787.95
359,2023-07-26,Mercedes C-Class,North,5,49700,248500.0,178942.49,69557.51
360,2023-07-27,Mercedes A-Class,West,5,38100,190500.0,141273.05,49226.95
361,2023-07-27,Mercedes A-Class,West,6,34200,205200.0,153304.53,51895.47
362,2023-07-27,Mercedes G-Class,East,2,153400,306800.0,207733.55,99066.45
363,2023-07-27,Mercedes E-Class,South,3,60800,182400.0,128356.28,54043.72
364,2023-07-28,Mercedes A-Class,South,5,39900,199500.0,146542.41,52957.59
365,2023-07-28,Mercedes G-Class,West,2,168800,337600.0,224570.52,113029.48
366,2023-07-28,Mercedes E-Class,South,7,70200,491400.0,358495.65,132904.35
367,2023-07-29,Mercedes G-Class,North,3,149900,449700.0,287955.58,161744.42
368,2023-07-30,Mercedes GLC,South,5,56500,282500.0,198697.79,83802.21
369,2023-07-30,Mercedes A-Class,South,6,34200,205200.0,148136.62,57063.38
370,2023-07-31,Mercedes A-Class,North,7,40500,283500.0,205076.29,78423.71
371,2023-07-31,Mercedes E-Class,South,4,60400,241600.0,172483.5,69116.5
372,2023-07-31,Mercedes E-Class,East,3,61700,185100.0,134583.98,50516.02
373,2023-08-01,Mercedes E-Class,South,2,64100,128200.0,89818.98,38381.02
374,2023-08-01,Mercedes A-Class,North,1,34700,34700.0,25006.8,9693.2
375,2023-08-01,Mercedes GLS,West,6,80800,484800.0,332634.69,152165.31
376,2023-08-01,Mercedes E-Class,East,5,75000,375000.0,267849.61,107150.39
377,2023-08-02,Mercedes GLS,East,5,98700,493500.0,340278.04,153221.96
378,2023-08-03,Mercedes A-Class,West,3,38100,114300.0,85120.12,29179.88
379,2023-08-04,Mercedes GLS,North,1,85800,85800.0,58886.96,26913.04
380,2023-08-04,Mercedes A-Class,South,5,36000,180000.0,131767.98,48232.02
381,2023-08-04,Mercedes GLC,North,4,58400,233600.0,166138.22,67461.78
382,2023-08-06,Mercedes E-Class,South,6,60700,364200.0,253689.42,110510.58
383,2023-08-06,Mercedes C-Class,West,4,52900,211600.0,152414.17,59185.83
384,2023-08-06,Mercedes A-Class,West,5,38300,191500.0,144147.84,47352.16
385,2023-08-06,Mercedes GLC,North,9,56000,504000.0,370348.82,133651.18
386,2023-08-06,Mercedes S-Class,North,2,138100,276200.0,189654.76,86545.24
387,2023-08-07,Mercedes E-Class,North,5,71700,358500.0,257344.37,101155.63
388,2023-08-07,Mercedes S-Class,North,4,119400,477600.0,320074.26,157525.74
389,2023-08-07,Mercedes A-Class,South,5,39900,199500.0,148190.25,51309.75
390,2023-08-08,Mercedes GLS,North,3,94800,284400.0,195788.12,88611.88
391,2023-08-08,Mercedes A-Class,West,3,36600,109800.0,81395.82,28404.18
392,2023-08-08,Mercedes C-Class,East,4,47000,188000.0,136148.26,51851.74
393,2023-08-08,Mercedes A-Class,West,6,36700,220200.0,162784.77,57415.23
394,2023-08-09,Mercedes GLE,North,3,62500,187500.0,132893.12,54606.88
395,2023-08-09,Mercedes S-Class,East,5,139900,699500.0,471601.71,227898.29
396,2023-08-10,Mercedes E-Class,North,7,69800,488600.0,345279.46,143320.54
397,2023-08-11,Mercedes G-Class,North,5,160900,804500.0,526004.21,278495.79
398,2023-08-11,Mercedes GLC,South,2,50100,100200.0,72571.36,27628.64
399,2023-08-11,Mercedes GLS,North,1,95300,95300.0,65616.78,29683.22
400,2023-08-12,Mercedes A-Class,East,5,36000,180000.0,130969.5,49030.5
401,2023-08-12,Mercedes A-Class,North,6,35200,211200.0,155498.22,55701.78
402,2023-08-12,Mercedes GLC,West,10,58400,584000.0,412680.71,171319.29
403,2023-08-12,Mercedes E-Class,West,3,61300,183900.0,132273.96,51626.04
404,2023-08-13,Mercedes GLS,South,3,99200,297600.0,206464.41,91135.59
405,2023-08-13,Mercedes GLC,North,8,48500,388000.0,276111.02,111888.98
406,2023-08-14,Mercedes C-Class,North,7,50000,350000.0,259901.19,90098.81
407,2023-08-15,Mercedes C-Class,West,5,45500,227500.0,167785.09,59714.91
408,2023-08-16,Mercedes GLC,West,6,52100,312600.0,223441.99,89158.01
409,2023-08-16,Mercedes A-Class,North,5,35800,179000.0,130785.84,48214.16
410,2023-08-17,Mercedes GLC,West,7,48900,342300.0,250217.09,92082.91
411,2023-08-17,Mercedes GLC,South,8,49200,393600.0,289090.92,104509.08
412,2023-08-17,Mercedes C-Class,North,8,48900,391200.0,281642.51,109557.49
413,2023-08-17,Mercedes G-Class,South,1,146600,146600.0,97590.49,49009.51
414,2023-08-19,Mercedes E-Class,West,5,68000,340000.0,235793.13,104206.87
415,2023-08-20,Mercedes C-Class,West,4,45400,181600.0,135736.83,45863.17
416,2023-08-21,Mercedes A-Class,South,4,39200,156800.0,118359.74,38440.26
417,2023-08-22,Mercedes C-Class,West,7,48800,341600.0,250640.59,90959.41
418,2023-08-22,Mercedes E-Class,East,6,65200,391200.0,282661.38,108538.62
419,2023-08-23,Mercedes A-Class,North,4,38500,154000.0,112222.66,41777.34
420,2023-08-23,Mercedes GLC,West,5,58200,291000.0,211276.67,79723.33
421,2023-08-25,Mercedes A-Class,South,2,37100,74200.0,55463.15,18736.85
422,2023-08-26,Mercedes C-Class,West,7,50000,350000.0,257023.65,92976.35
423,2023-08-26,Mercedes GLE,South,4,63500,254000.0,183916.31,70083.69
424,2023-08-26,Mercedes GLC,West,8,48000,384000.0,277928.26,106071.74
425,2023-08-26,Mercedes A-Class,North,7,34400,240800.0,177845.39,62954.61
426,2023-08-26,Mercedes GLE,South,1,63100,63100.0,44132.9,18967.1
427,2023-08-26,Mercedes C-Class,North,5,51600,258000.0,191460.96,66539.04
428,2023-08-27,Mercedes GLC,West,3,57800,173400.0,127784.77,45615.23
429,2023-08-27,Mercedes E-Class,North,3,66600,199800.0,141666.48,58133.52
430,2023-08-29,Mercedes S-Class,South,2,131200,262400.0,174800.08,87599.92
431,2023-08-29,Mercedes S-Class,West,2,133700,267400.0,183924.42,83475.58
432,2023-08-29,Mercedes GLS,South,3,95500,286500.0,197535.4,88964.6
433,2023-08-29,Mercedes E-Class,West,5,64100,320500.0,223164.1,97335.9
434,2023-08-29,Mercedes GLC,West,6,59800,358800.0,260490.2,98309.8
435,2023-08-29,Mercedes E-Class,West,6,74600,447600.0,319837.15,127762.85
436,2023-08-29,Mercedes GLC,North,4,53200,212800.0,154719.93,58080.07
437,2023-08-30,Mercedes GLE,North,7,74300,520100.0,364527.28,155572.72
438,2023-08-30,Mercedes GLE,West,3,73100,219300.0,152692.8,66607.2
439,2023-08-31,Mercedes GLC,East,4,55900,223600.0,157533.7,66066.3
440,2023-08-31,Mercedes GLE,North,3,65400,196200.0,142755.82,53444.18
441,2023-08-31,Mercedes A-Class,South,3,36300,108900.0,79145.56,29754.44
442,2023-09-01,Mercedes G-Class,East,1,144500,144500.0,93038.82,51461.18
443,2023-09-01,Mercedes E-Class,West,4,69000,276000.0,194951.16,81048.84
444,2023-09-02,Mercedes A-Class,West,1,36700,36700.0,26562.23,10137.77
445,2023-09-03,Mercedes GLE,North,4,77100,308400.0,219823.52,88576.48
446,2023-09-03,Mercedes A-Class,East,4,37600,150400.0,110888.51,39511.49
447,2023-09-04,Mercedes GLC,West,5,58400,292000.0,207048.06,84951.94
448,2023-09-04,Mercedes E-Class,North,10,62000,620000.0,450841.64,169158.36
449,2023-09-04,Mercedes S-Class,West,3,135200,405600.0,272752.46,132847.54
450,2023-09-04,Mercedes G-Class,East,5,150300,751500.0,496696.48,254803.52
451,2023-09-05,Mercedes GLE,West,1,74700,74700.0,53234.01,21465.99
452,2023-09-05,Mercedes GLE,South,3,77600,232800.0,168420.81,64379.19
453,2023-09-05,Mercedes E-Class,South,1,67800,67800.0,49030.2,18769.8
454,2023-09-06,Mercedes GLC,East,9,53500,481500.0,352485.28,129014.72
455,2023-09-06,Mercedes GLC,East,8,48300,386400.0,280217.62,106182.38
456,2023-09-06,Mercedes S-Class,South,3,139900,419700.0,278286.85,141413.15
457,2023-09-06,Mercedes E-Class,East,4,72700,290800.0,206146.13,84653.87
458,2023-09-06,Mercedes A-Class,North,2,40900,81800.0,60401.94,21398.06
459,2023-09-07,Mercedes A-Class,East,1,37200,37200.0,28029.42,9170.58
460,2023-09-07,Mercedes GLS,South,1,93600,93600.0,66489.78,27110.22
461,2023-09-07,Mercedes GLE,South,5,71600,358000.0,254604.4,103395.6
462,2023-09-10,Mercedes GLC,West,3,57300,171900.0,126904.76,44995.24
463,2023-09-10,Mercedes GLE,West,2,68900,137800.0,98588.72,39211.28
464,2023-09-10,Mercedes GLS,West,1,96700,96700.0,67206.94,29493.06
465,2023-09-12,Mercedes E-Class,South,6,67000,402000.0,282269.79,119730.21
466,2023-09-12,Mercedes C-Class,East,5,48400,242000.0,177819.34,64180.66
467,2023-09-12,Mercedes GLE,West,5,74100,370500.0,257383.77,113116.23
468,2023-09-13,Mercedes A-Class,West,4,37600,150400.0,110327.31,40072.69
469,2023-09-14,Mercedes E-Class,East,4,69400,277600.0,198661.52,78938.48
470,2023-09-14,Mercedes GLS,West,1,96800,96800.0,67454.66,29345.34
471,2023-09-15,Mercedes GLE,North,3,66900,200700.0,143587.19,57112.81
472,2023-09-15,Mercedes G-Class,West,2,143200,286400.0,190085.18,96314.82
473,2023-09-15,Mercedes G-Class,West,1,162200,162200.0,104044.72,58155.28
474,2023-09-16,Mercedes A-Class,South,5,39100,195500.0,140855.92,54644.08
475,2023-09-16,Mercedes GLE,North,4,72200,288800.0,207642.85,81157.15
476,2023-09-16,Mercedes E-Class,North,5,72800,364000.0,265259.68,98740.32
477,2023-09-16,Mercedes GLC,North,9,54100,486900.0,353127.95,133772.05
478,2023-09-17,Mercedes A-Class,South,3,38000,114000.0,85962.59,28037.41
479,2023-09-18,Mercedes G-Class,North,1,141100,141100.0,90931.1,50168.9
480,2023-09-19,Mercedes E-Class,South,8,72800,582400.0,424404.19,157995.81
481,2023-09-19,Mercedes A-Class,North,7,38000,266000.0,201876.67,64123.33
482,2023-09-20,Mercedes C-Class,North,2,53200,106400.0,78630.39,27769.61
483,2023-09-20,Mercedes GLC,South,6,52400,314400.0,225702.46,88697.54
484,2023-09-21,Mercedes S-Class,South,4,117300,469200.0,311971.6,157228.4
485,2023-09-21,Mercedes A-Class,West,7,35200,246400.0,180289.23,66110.77
486,2023-09-21,Mercedes GLC,North,7,51900,363300.0,254556.41,108743.59
487,2023-09-22,Mercedes GLC,South,4,52600,210400.0,153202.1,57197.9
488,2023-09-22,Mercedes E-Class,East,4,66500,266000.0,193229.98,72770.02
489,2023-09-22,Mercedes GLE,South,2,63600,127200.0,88100.18,39099.82
490,2023-09-22,Mercedes GLE,West,3,65400,196200.0,135760.06,60439.94
491,2023-09-23,Mercedes GLC,West,7,55300,387100.0,286447.73,100652.27
492,2023-09-23,Mercedes A-Class,West,4,35400,141600.0,102129.13,39470.87
493,2023-09-24,Mercedes GLS,North,6,90800,544800.0,387865.21,156934.79
494,2023-09-24,Mercedes GLC,East,8,49900,399200.0,292949.15,106250.85
495,2023-09-24,Mercedes GLE,East,3,75600,226800.0,159389.59,67410.41
496,2023-09-25,Mercedes GLC,North,2,53800,107600.0,77216.72,30383.28
497,2023-09-27,Mercedes A-Class,West,5,34100,170500.0,124968.12,45531.88
498,2023-09-27,Mercedes GLE,West,5,63300,316500.0,228944.26,87555.74
499,2023-09-28,Mercedes GLS,West,3,85000,255000.0,179799.32,75200.68
500,2023-09-29,Mercedes E-Class,South,3,74000,222000.0,161002.07,60997.93
501,2023-09-29,Mercedes GLC,North,6,49000,294000.0,210868.32,83131.68
502,2023-09-29,Mercedes GLS,North,2,85000,170000.0,120778.02,49221.98
503,2023-09-29,Mercedes S-Class,East,5,120100,600500.0,397207.99,203292.01
504,2023-09-29,Mercedes S-Class,West,1,122800,122800.0,82911.17,39888.83
505,2023-09-30,Mercedes GLC,North,5,58500,292500.0,216150.47,76349.53
506,2023-09-30,Mercedes GLC,West,6,52000,312000.0,226329.21,85670.79
507,2023-09-30,Mercedes A-Class,West,5,36200,181000.0,132122.82,48877.18
508,2023-09-30,Mercedes GLC,East,6,56700,340200.0,240738.65,99461.35
509,2023-10-02,Mercedes GLC,West,8,52100,416800.0,294901.44,121898.56
510,2023-10-02,Mercedes E-Class,West,3,67000,201000.0,142727.42,58272.58
511,2023-10-03,Mercedes E-Class,South,6,61800,370800.0,268598.74,102201.26
512,2023-10-03,Mercedes GLC,East,5,57000,285000.0,202863.55,82136.45
513,2023-10-05,Mercedes C-Class,South,4,53600,214400.0,156720.28,57679.72
514,2023-10-05,Mercedes C-Class,East,6,49300,295800.0,215385.95,80414.05
515,2023-10-05,Mercedes C-Class,West,8,48900,391200.0,287708.0,103492.0
516,2023-10-05,Mercedes S-Class,East,4,119100,476400.0,328050.59,148349.41
517,2023-10-07,Mercedes C-Class,North,7,48800,341600.0,248947.12,92652.88
518,2023-10-08,Mercedes GLE,East,6,72100,432600.0,314126.5,118473.5
519,2023-10-08,Mercedes GLC,East,6,50400,302400.0,221747.3,80652.7
520,2023-10-09,Mercedes GLE,North,1,62100,62100.0,43859.76,18240.24
521,2023-10-09,Mercedes A-Class,North,5,40700,203500.0,148403.87,55096.13
522,2023-10-10,Mercedes GLE,South,5,75700,378500.0,271146.54,107353.46
523,2023-10-10,Mercedes GLE,North,7,66900,468300.0,336335.61,131964.39
524,2023-10-10,Mercedes GLS,North,6,100000,600000.0,426057.2,173942.8
525,2023-10-11,Mercedes E-Class,South,6,67600,405600.0,281642.95,123957.05
526,2023-10-11,Mercedes G-Class,West,3,170600,511800.0,328620.22,183179.78
527,2023-10-11,Mercedes A-Class,South,3,41000,123000.0,90382.47,32617.53
528,2023-10-12,Mercedes A-Class,North,8,41100,328800.0,236738.42,92061.58
529,2023-10-12,Mercedes C-Class,North,5,47100,235500.0,170827.89,64672.11
530,2023-10-12,Mercedes GLS,North,2,91600,183200.0,125516.52,57683.48
531,2023-10-13,Mercedes GLS,North,1,89600,89600.0,61512.71,28087.29
532,2023-10-13,Mercedes GLS,West,3,85900,257700.0,176721.8,80978.2
533,2023-10-14,Mercedes A-Class,West,5,36600,183000.0,139011.31,43988.69
534,2023-10-14,Mercedes GLE,West,5,70100,350500.0,245900.47,104599.53
535,2023-10-14,Mercedes C-Class,South,7,46300,324100.0,230910.48,93189.52
536,2023-10-14,Mercedes E-Class,East,3,70800,212400.0,152124.28,60275.72
537,2023-10-14,Mercedes GLS,West,4,97800,391200.0,275821.33,115378.67
538,2023-10-14,Mercedes E-Class,East,4,60500,242000.0,167225.53,74774.47
539,2023-10-14,Mercedes C-Class,East,5,52900,264500.0,191263.62,73236.38
540,2023-10-14,Mercedes GLC,North,10,56700,567000.0,401682.08,165317.92
541,2023-10-14,Mercedes C-Class,East,8,51300,410400.0,302794.79,107605.21
542,2023-10-14,Mercedes A-Class,South,5,41800,209000.0,156368.27,52631.73
543,2023-10-15,Mercedes GLE,North,5,69600,348000.0,245459.36,102540.64
544,2023-10-15,Mercedes GLE,South,6,77000,462000.0,336736.66,125263.34
545,2023-10-16,Mercedes C-Class,East,9,53500,481500.0,351808.95,129691.05
546,2023-10-17,Mercedes C-Class,South,6,52600,315600.0,232512.12,83087.88
547,2023-10-18,Mercedes C-Class,North,8,53500,428000.0,320324.77,107675.23
548,2023-10-18,Mercedes A-Class,North,5,36400,182000.0,137101.53,44898.47
549,2023-10-18,Mercedes G-Class,West,1,152500,152500.0,97788.52,54711.48
550,2023-10-19,Mercedes E-Class,West,6,61100,366600.0,263936.72,102663.28
551,2023-10-19,Mercedes C-Class,West,6,52600,315600.0,236461.53,79138.47
552,2023-10-19,Mercedes C-Class,North,6,49500,297000.0,220703.57,76296.43
553,2023-10-20,Mercedes A-Class,West,8,34500,276000.0,204938.74,71061.26
554,2023-10-20,Mercedes C-Class,North,7,46600,326200.0,239295.42,86904.58
555,2023-10-20,Mercedes G-Class,East,2,174900,349800.0,226624.61,123175.39
556,2023-10-20,Mercedes C-Class,North,3,47500,142500.0,101643.48,40856.52
557,2023-10-21,Mercedes C-Class,South,9,50900,458100.0,343489.96,114610.04
558,2023-10-23,Mercedes A-Class,North,8,36400,291200.0,214572.74,76627.26
559,2023-10-24,Mercedes GLS,North,5,83600,418000.0,296145.43,121854.57
560,2023-10-24,Mercedes A-Class,North,6,39100,234600.0,172957.45,61642.55
561,2023-10-24,Mercedes GLS,South,3,86100,258300.0,178902.16,79397.84
562,2023-10-25,Mercedes A-Class,North,5,37800,189000.0,138068.98,50931.02
563,2023-10-25,Mercedes GLC,North,6,55900,335400.0,235689.79,99710.21
564,2023-10-26,Mercedes C-Class,South,4,47700,190800.0,136842.19,53957.81
565,2023-10-26,Mercedes E-Class,West,5,69600,348000.0,248487.0,99513.0
566,2023-10-27,Mercedes GLC,West,6,51500,309000.0,220581.05,88418.95
567,2023-10-27,Mercedes C-Class,East,5,53100,265500.0,190828.86,74671.14
568,2023-10-28,Mercedes C-Class,South,7,53500,374500.0,267392.89,107107.11
569,2023-10-28,Mercedes C-Class,North,6,46600,279600.0,199385.97,80214.03
570,2023-10-28,Mercedes G-Class,East,2,171800,343600.0,232001.91,111598.09
571,2023-10-29,Mercedes GLC,South,6,57600,345600.0,246601.97,98998.03
572,2023-10-30,Mercedes GLC,East,7,50800,355600.0,257488.52,98111.48
573,2023-10-30,Mercedes E-Class,West,4,72300,289200.0,202349.73,86850.27
574,2023-10-30,Mercedes A-Class,East,5,36100,180500.0,133248.5,47251.5
575,2023-10-30,Mercedes GLE,North,4,68200,272800.0,193452.65,79347.35
576,2023-10-30,Mercedes GLC,West,7,53400,373800.0,267371.95,106428.05
577,2023-10-31,Mercedes S-Class,South,4,116600,466400.0,312954.7,153445.3
578,2023-10-31,Mercedes GLC,West,4,49600,198400.0,139535.08,58864.92
579,2023-10-31,Mercedes A-Class,South,9,40000,360000.0,265151.43,94848.57
580,2023-11-01,Mercedes GLS,North,1,96300,96300.0,69086.75,27213.25
581,2023-11-02,Mercedes A-Class,North,7,38400,268800.0,195128.3,73671.7
582,2023-11-02,Mercedes GLS,East,3,99000,297000.0,211220.77,85779.23
583,2023-11-02,Mercedes GLC,West,10,52800,528000.0,383576.63,144423.37
584,2023-11-03,Mercedes A-Class,North,5,38400,192000.0,139093.92,52906.08
585,2023-11-03,Mercedes C-Class,West,8,50200,401600.0,287296.15,114303.85
586,2023-11-04,Mercedes C-Class,East,5,48700,243500.0,176292.25,67207.75
587,2023-11-04,Mercedes E-Class,East,4,73400,293600.0,210654.02,82945.98
588,2023-11-05,Mercedes S-Class,North,1,120800,120800.0,80038.35,40761.65
589,2023-11-05,Mercedes E-Class,South,6,62100,372600.0,260079.22,112520.78
590,2023-11-05,Mercedes C-Class,South,5,45400,227000.0,169082.57,57917.43
591,2023-11-05,Mercedes A-Class,South,8,36100,288800.0,210510.83,78289.17
592,2023-11-06,Mercedes GLE,East,6,75700,454200.0,315290.05,138909.95
593,2023-11-07,Mercedes GLE,South,7,76000,532000.0,379631.12,152368.88
594,2023-11-07,Mercedes GLE,South,4,71000,284000.0,201987.18,82012.82
595,2023-11-07,Mercedes S-Class,North,3,120100,360300.0,242517.49,117782.51
596,2023-11-08,Mercedes E-Class,East,8,71700,573600.0,398233.76,175366.24
597,2023-11-08,Mercedes A-Class,East,8,35300,282400.0,207955.74,74444.26
598,2023-11-09,Mercedes G-Class,East,1,159800,159800.0,108628.23,51171.77
599,2023-11-09,Mercedes S-Class,East,5,119700,598500.0,398559.91,199940.09
600,2023-11-10,Mercedes A-Class,North,8,36400,291200.0,212290.28,78909.72
601,2023-11-10,Mercedes A-Class,North,7,34200,239400.0,179143.75,60256.25
602,2023-11-10,Mercedes C-Class,North,7,51600,361200.0,259403.63,101796.37
603,2023-11-11,Mercedes C-Class,East,8,46800,374400.0,267574.95,106825.05
604,2023-11-11,Mercedes GLC,North,7,51800,362600.0,267802.11,94797.89
605,2023-11-12,Mercedes C-Class,North,6,52900,317400.0,237931.94,79468.06
606,2023-11-12,Mercedes E-Class,North,5,70500,352500.0,246505.71,105994.29
607,2023-11-12,Mercedes S-Class,West,3,122200,366600.0,242126.14,124473.86
608,2023-11-12,Mercedes A-Class,West,4,40700,162800.0,122117.98,40682.02
609,2023-11-12,Mercedes C-Class,South,7,54300,380100.0,283808.46,96291.54
610,2023-11-13,Mercedes C-Class,South,5,49700,248500.0,181763.88,66736.12
611,2023-11-14,Mercedes A-Class,South,8,34300,274400.0,206059.7,68340.3
612,2023-11-14,Mercedes E-Class,South,6,68200,409200.0,284951.5,124248.5
613,2023-11-15,Mercedes A-Class,North,6,34700,208200.0,157662.28,50537.72
614,2023-11-15,Mercedes A-Class,South,7,39300,275100.0,201014.14,74085.86
615,2023-11-16,Mercedes C-Class,South,4,51500,206000.0,149374.54,56625.46
616,2023-11-17,Mercedes GLS,North,7,90700,634900.0,435195.54,199704.46
617,2023-11-17,Mercedes E-Class,South,3,67600,202800.0,147807.7,54992.3
618,2023-11-18,Mercedes GLS,West,3,94600,283800.0,201023.07,82776.93
619,2023-11-18,Mercedes GLS,East,1,86500,86500.0,60879.49,25620.51
620,2023-11-19,Mercedes GLC,South,8,53000,424000.0,299367.41,124632.59
621,2023-11-20,Mercedes GLS,South,2,88800,177600.0,127757.29,49842.71
622,2023-11-20,Mercedes GLC,South,7,48900,342300.0,252552.17,89747.83
623,2023-11-20,Mercedes C-Class,North,8,47700,381600.0,281827.84,99772.16
624,2023-11-21,Mercedes GLE,South,4,71100,284400.0,203895.22,80504.78
625,2023-11-23,Mercedes C-Class,West,5,52700,263500.0,190671.24,72828.76
626,2023-11-23,Mercedes C-Class,West,5,55900,279500.0,206023.91,73476.09
627,2023-11-24,Mercedes GLC,West,8,59400,475200.0,347491.18,127708.82
628,2023-11-24,Mercedes C-Class,North,5,48600,243000.0,176674.31,66325.69
629,2023-11-26,Mercedes C-Class,North,3,46500,139500.0,99864.51,39635.49
630,2023-11-26,Mercedes GLC,South,3,59600,178800.0,129238.91,49561.09
631,2023-11-27,Mercedes C-Class,South,7,50900,356300.0,252981.15,103318.85
632,2023-11-27,Mercedes GLE,South,5,72400,362000.0,255729.82,106270.18
633,2023-11-27,Mercedes A-Class,West,3,39400,118200.0,87917.01,30282.99
634,2023-11-27,Mercedes GLE,North,5,62200,311000.0,225996.02,85003.98
635,2023-11-28,Mercedes GLE,South,1,63600,63600.0,45921.37,17678.63
636,2023-11-28,Mercedes GLE,North,1,68900,68900.0,47778.07,21121.93
637,2023-11-29,Mercedes C-Class,North,5,53000,265000.0,195021.82,69978.18
638,2023-11-29,Mercedes E-Class,South,7,61600,431200.0,312639.07,118560.93
639,2023-11-30,Mercedes GLC,West,7,52400,366800.0,270502.6,96297.4
640,2023-11-30,Mercedes C-Class,South,7,54400,380800.0,273739.62,107060.38
641,2023-11-30,Mercedes GLC,South,7,49200,344400.0,243209.15,101190.85
642,2023-11-30,Mercedes GLC,North,6,54500,327000.0,233890.85,93109.15
643,2023-11-30,Mercedes E-Class,South,7,71300,499100.0,356454.19,142645.81
644,2023-12-01,Mercedes E-Class,North,8,66000,528000.0,366078.33,161921.67
645,2023-12-02,Mercedes E-Class,East,6,70800,424800.0,300748.18,124051.82
646,2023-12-04,Mercedes C-Class,South,5,48500,242500.0,181822.28,60677.72
647,2023-12-05,Mercedes GLE,South,5,75400,377000.0,273996.69,103003.31
648,2023-12-05,Mercedes A-Class,East,3,34400,103200.0,77421.6,25778.4
649,2023-12-05,Mercedes GLS,South,2,89200,178400.0,122539.88,55860.12
650,2023-12-06,Mercedes C-Class,East,5,52900,264500.0,188257.27,76242.73
651,2023-12-06,Mercedes E-Class,West,5,71400,357000.0,248334.49,108665.51
652,2023-12-06,Mercedes GLC,East,10,54900,549000.0,392854.88,156145.12
653,2023-12-07,Mercedes GLC,South,8,55400,443200.0,313471.47,129728.53
654,2023-12-07,Mercedes GLE,North,3,71600,214800.0,150069.05,64730.95
655,2023-12-07,Mercedes E-Class,North,6,73800,442800.0,321235.38,121564.62
656,2023-12-08,Mercedes A-Class,West,5,36900,184500.0,137075.47,47424.53
657,2023-12-08,Mercedes GLC,East,10,54400,544000.0,397763.05,146236.95
658,2023-12-08,Mercedes A-Class,South,6,34400,206400.0,152314.37,54085.63
659,2023-12-09,Mercedes GLC,West,8,59700,477600.0,349093.48,128506.52
660,2023-12-09,Mercedes GLS,East,5,80900,404500.0,283352.25,121147.75
661,2023-12-09,Mercedes A-Class,East,6,41500,249000.0,181834.73,67165.27
662,2023-12-10,Mercedes GLE,West,7,71700,501900.0,361925.95,139974.05
663,2023-12-12,Mercedes C-Class,West,8,51300,410400.0,304184.42,106215.58
664,2023-12-13,Mercedes A-Class,South,5,38600,193000.0,144652.57,48347.43
665,2023-12-13,Mercedes E-Class,West,7,65500,458500.0,328405.89,130094.11
666,2023-12-14,Mercedes C-Class,South,6,52200,313200.0,230130.1,83069.9
667,2023-12-14,Mercedes GLC,North,7,56700,396900.0,292142.53,104757.47
668,2023-12-15,Mercedes C-Class,West,5,51400,257000.0,186702.24,70297.76
669,2023-12-15,Mercedes GLE,South,6,76800,460800.0,328706.21,132093.79
670,2023-12-16,Mercedes GLE,North,7,62700,438900.0,309036.42,129863.58
671,2023-12-17,Mercedes E-Class,East,6,68000,408000.0,285515.31,122484.69
672,2023-12-17,Mercedes E-Class,East,5,69900,349500.0,251229.45,98270.55
673,2023-12-17,Mercedes GLC,South,6,48300,289800.0,208058.64,81741.36
674,2023-12-18,Mercedes G-Class,North,3,148800,446400.0,296960.88,149439.12
675,2023-12-19,Mercedes C-Class,East,8,48000,384000.0,284098.13,99901.87
676,2023-12-20,Mercedes A-Class,East,7,36800,257600.0,190067.7,67532.3
677,2023-12-21,Mercedes GLC,North,7,54700,382900.0,275529.36,107370.64
678,2023-12-22,Mercedes GLE,West,4,67400,269600.0,187326.12,82273.88
679,2023-12-22,Mercedes S-Class,West,2,131000,262000.0,173414.74,88585.26
680,2023-12-23,Mercedes E-Class,South,4,69200,276800.0,190996.49,85803.51
681,2023-12-23,Mercedes GLE,West,4,74700,298800.0,208574.12,90225.88
682,2023-12-23,Mercedes A-Class,South,4,34200,136800.0,102589.49,34210.51
683,2023-12-23,Mercedes GLE,East,3,68000,204000.0,148089.53,55910.47
684,2023-12-24,Mercedes E-Class,East,6,74700,448200.0,314360.47,133839.53
685,2023-12-24,Mercedes E-Class,South,3,69800,209400.0,147327.9,62072.1
686,2023-12-25,Mercedes GLE,West,6,68700,412200.0,298228.43,113971.57
